,learning_parameter,difficulty_parameter
0,0.17296431409679525,0.5775969630856235
1,-0.011161192592796894,0.6239800827079249
2,-0.08489564710350941,0.4592756686644766
3,0.04494650538957623,0.4597283992519151
4,0.06624164022157442,0.48679282981865507
5,-0.04649511893328926,0.3449772873137287
6,-0.1760298208847801,0.21488194101795224
7,1.0611750829916222,0.4156791088498051
8,-0.026615026379355634,0.4455422142806181
9,-0.07694522429301992,0.3672148224277505
10,0.17369819611121645,0.5824381870967438
11,0.2630180753353054,0.5998967610729109
12,0.3146206445767652,0.549818092025673
13,-0.08246850997472766,0.3589660227841589
14,0.16268900664050331,0.484347766857679
15,-0.35355431113566194,0.21041892965842557
16,-0.10040980009402213,0.3490176933912102
17,0.7326976428863768,0.896820156142541
18,-0.1032400179739049,0.4472148929415819
19,-0.11048093625661137,0.4737040955208708
20,0.16663600256665725,0.6265494584500517
21,0.023177974734888092,0.49944275453650605
22,-0.008646075810923873,0.47318660259754547
23,0.06821108575047334,0.5670654134629822
24,-0.0017868367004497455,0.4565322367693011
25,0.13437666587995484,0.5150412376313317
26,0.0653679866999671,0.4816610516720889
27,-0.1265483776554394,0.3525336420329111
28,0.11127383330191988,0.5216412860832224
29,-0.013742921107293415,0.6112676966713018
30,0.03146708484902107,0.38713530164520377
31,0.24667921457449052,0.6646127085736605
32,0.004926919457135727,0.48391279133724996
33,0.04555567763181859,0.4427101231695667
34,-0.036378237726581,0.47126049657644864
35,1.3061477494254212,0.6336478359864602
36,0.10965672292794905,0.4371712301775933
37,0.02587026421739498,0.4459290872155703
38,0.08568807612491032,0.5594655698221963
39,-0.09013963104950072,0.29397928294071196
40,0.18590372463790528,0.5874455450447261
41,-0.015093099618721446,0.3339416647893491
42,0.09852422340614758,0.4430441000907906
43,-0.17641608662476396,0.4625066123637536
44,0.15517541270705865,0.6617557120190714
45,-0.12056557242449144,0.5283547872357872
46,0.42095506954081313,0.5530446335691626
47,0.08964402303350814,0.4839828006479091
48,-0.0452904564114948,0.44727911729322856
49,0.10435927280722537,0.519798510454402
50,0.07505353861290039,0.43591901472379124
51,1.3242900373187958,0.922913034488188
52,0.07458795259073212,0.5039837287013736
53,0.05356144381744708,0.46359521057619063
54,0.04820770254848103,0.5589047799396458
55,0.007563653409544501,0.36634082902729764
56,-0.12814478100220644,0.48400130668221025
57,-0.026001645195202573,0.30686257194591754
58,-0.02369303177201403,0.5257715713854632
59,0.5095487082939594,0.3450380148155238
60,0.3539295352539692,0.5458370352893204
61,-0.10478514830689475,0.3202676840665419
62,0.043437300586970984,0.5626690643035933
63,0.090709505026643,0.6003674103556202
64,0.05320294133424484,0.3153381448890598
65,0.5012056988963586,0.29520310588971305
66,0.034269398589095716,0.4779127621867191
67,0.20987960745086104,0.5854231293791848
68,19.197246408687022,0.25000591130244665
69,0.20698072765340977,0.6456474780257605
70,-0.13282864497386224,0.27377440339790227
71,-0.00036057426089981034,0.4169573837256469
72,0.005635488694724264,0.3723738252681679
73,0.1780479619097955,0.6075520764720437
74,-0.020790705444629527,0.4209319081831567
75,0.09284577615111514,0.42233361326968927
76,-0.005103508700692778,0.5473786989625327
77,0.004193495505430625,0.49822229944706853
78,0.020818332436205057,0.44002317379971406
79,-0.06407846623327375,0.4077885354531821
80,0.10073828158784011,0.49510122169837434
81,0.04378312130733753,0.5174666488186339
82,0.2677752621334415,0.37597061815179067
83,0.18158840543836163,0.509736143113343
84,0.09486151562905559,0.5058218450367761
85,0.5,0.7
86,-0.008002854504084755,0.44081995431205556
87,0.17355045362094548,0.6689330981345916
88,1.1861807107925415,0.001000000000001
89,0.06388043579648915,0.5410207819221049
90,0.00591477614345002,0.4728709417400291
91,0.13256380825221184,0.5261197187254685
92,0.7197251989812635,0.6445243180208614
93,0.49790864930941703,0.4293268506476718
94,-0.19491020836170114,0.31075409267952314
95,0.22158452131582257,0.8117225734678108
96,-0.1970503974465701,0.18880239213989355
97,21.408498701734633,1.000141177476094
98,0.027496052371557226,0.519711535114419
99,-0.37142529504425525,0.3075765072042266
100,0.017965686226137843,0.46921713541403903
101,-0.010481055984015117,0.4746895887283241
102,0.1827445365239224,0.46957538177177294
103,0.04795778621335439,0.48199109536213863
104,-0.10563757594097131,0.3958040958440161
105,-0.02602065251726186,0.3332680147458334
106,0.017002461098239302,0.6219154219834547
107,-0.05380432427836589,0.45252492809989797
108,-0.24111337989138815,0.2864553713241284
109,0.07923859436514763,0.5133498898011271
110,-0.006313461705507889,0.46082751836837593
111,0.10535482357454647,0.5585260937020149
112,-0.05703644294447553,0.4019486624922
113,18.084912546474328,0.1333356551952535
114,-0.04105744406643207,0.3199544362233874
115,-0.27582989351710874,0.2662865523951617
116,0.23724574321128042,0.5471337222667173
117,0.03696046177686174,0.532252668980932
118,0.1140511026958635,0.5746342569067601
119,0.06206579288761339,0.48816531915619465
120,-0.3320998921237744,0.2132545164831491
121,-0.06148661334143516,0.3595269145920294
122,-0.09701815127196745,0.39390388004879867
123,0.2802191745904626,0.6651989962082513
124,-0.07003820881796025,0.3738822878660998
125,-0.0533612068414118,0.45657300334856227
126,-0.11407449853718657,0.37835936882408056
127,-0.0019687870341438397,0.49139595639089373
128,0.007411484335580945,0.4611392041139364
129,-0.11682092492842645,0.39025853211158396
130,0.005371460078440071,0.5389085660739846
131,0.09040782098212138,0.46341200492102286
132,0.18155323171597648,0.4821327957651401
133,0.2686114122552916,0.5092525487733578
134,0.10877837047650839,0.49647349399434154
135,-0.10143100094571864,0.4453028300280406
136,0.0660174217722696,0.3426081802885214
137,0.38942416941457453,0.8486179673294015
138,0.005325510561901514,0.4311854253770781
139,-0.14428469288340137,0.2769660483070637
140,-0.06017131683394081,0.4781337693687208
141,0.24357597110874857,0.7235733071410628
142,-0.10664593611816205,0.37389491749914044
143,0.007967187502404827,0.4035990993155053
144,-0.05463761603859607,0.5199473550464584
145,-0.028318122381375068,0.44165594176436884
146,0.16704138198401694,0.5296711569779557
147,-0.11563585244744035,0.47908548069278994
148,-0.3362440977981758,0.2642233105476751
149,-0.1445321809800929,0.3113085004923173
150,-0.12181372105311997,0.39697882264860507
151,-0.03459540253568938,0.47038116362381116
152,0.09493522538024467,0.395286768208756
153,0.035691777685791196,0.41119354959120813
154,0.21015407680744272,0.5494564554788114
155,0.0017138280011180598,0.5041616070735045
156,0.01740480022640915,0.47269687148142203
157,0.12937248269114657,0.6228154691911145
158,-0.02291982654946818,0.377751018078296
159,0.11231071459335454,0.5847786381510527
160,1.4164645446489805,0.624312412879027
161,-0.054764822459304294,0.36723830357132814
162,0.0034830001403107543,0.4231487810764899
163,0.1487063125516201,0.7386457005281258
164,0.2309022879647109,0.6200574521853678
165,-0.09810745858203908,0.537428597562356
166,0.08569962130296553,0.6329663824226696
167,0.051703603238405005,0.403300338705719
168,0.10506177216812339,0.5156815843136181
169,-0.07405507091875776,0.4318729816555694
170,-0.11281350259231673,0.3492461779043888
171,0.24543785174667898,0.4902497816915532
172,0.0024848968012013244,0.5005505382194781
173,0.0718705222464085,0.45412073144780013
174,-0.01466634271004643,0.5090558820436303
175,-0.004280280252045715,0.5636041471572186
176,0.2587993988688332,0.5283536230093531
177,0.01739928414472881,0.402276856647273
178,0.07676172430651808,0.495525047825036
179,-0.02008841150190688,0.45170074634045626
180,0.5079478491497124,0.8515900271057177
181,0.031901555701092925,0.49781672336864846
182,-0.27662383481771624,0.2508731014749571
183,0.16093875356648377,0.4022332308256598
184,21.012443179794623,0.9999972463553157
185,0.3189266839479357,0.4769356222113935
186,-0.07287252729975345,0.36770772502485827
187,0.11054663654550122,0.4796547424794755
188,-0.0633284697954161,0.36741230046707685
189,-0.10880981651976898,0.3595808032704555
