,learn_par_d,diff_par_b,num_sess,num_days,num_probs,num_atts,num_hints,frac_corr_atts,time_atts,time_hints,probl_views,atts_at_step,avg_time_att,avg_time_hint
0,1.5296788215637207,0.001000000000234591,9.0,1.0,7.0,8.0,11.0,1.0,180.0,116.0,1.2857142857142858,1.8571428571428572,22.5,10.545454545454545
1,0.2668449273472046,0.5385191731232114,168.0,11.0,113.0,547.0,238.0,0.5155393053016454,15095.0,5419.0,1.5132743362831858,2.9557522123893807,27.595978062157222,22.76890756302521
2,0.6011318574971164,0.4624861914080222,151.0,7.0,113.0,515.0,456.0,0.6427184466019418,10637.0,4490.0,1.2654867256637168,3.398230088495575,20.654368932038835,9.846491228070175
3,0.45963630896689234,0.5900014526098764,318.0,11.0,134.0,735.0,695.0,0.5251700680272109,16977.0,6546.0,2.4477611940298507,3.5671641791044775,23.09795918367347,9.418705035971223
4,0.5563578583800863,0.41280660782111084,159.0,13.0,122.0,317.0,192.0,0.6498422712933754,12502.0,3764.0,1.3032786885245902,2.0327868852459017,39.4384858044164,19.604166666666668
5,0.5528123852542285,0.5748659118376992,56.0,4.0,43.0,238.0,245.0,0.5756302521008403,2705.0,2115.0,1.372093023255814,4.511627906976744,11.365546218487395,8.63265306122449
6,0.14496310756284067,0.419174518174357,106.0,10.0,82.0,262.0,81.0,0.5992366412213741,9413.0,2430.0,1.3658536585365855,2.0853658536585367,35.92748091603053,30.0
7,0.09165862829454341,0.35911048735140694,131.0,7.0,98.0,222.0,56.0,0.6486486486486487,6917.0,1292.0,1.4183673469387754,1.5,31.15765765765766,23.071428571428573
8,0.3947905755435214,0.5992250629932394,100.0,6.0,65.0,301.0,150.0,0.49169435215946844,7056.0,1429.0,1.484375,3.230769230769231,23.441860465116278,9.526666666666667
9,0.3441219629528151,0.5512963295887714,197.0,12.0,127.0,564.0,560.0,0.5549645390070922,8903.0,4467.0,1.6614173228346456,3.543307086614173,15.785460992907801,7.976785714285715
10,0.21041119270781328,0.5096868823848206,148.0,9.0,115.0,384.0,188.0,0.5338541666666666,10240.0,2601.0,1.3070175438596492,2.756521739130435,26.666666666666668,13.835106382978724
11,-0.4737839454071388,0.3026824423374247,88.0,1.0,79.0,166.0,2.0,0.6506024096385542,1861.0,4.0,1.1139240506329113,1.3924050632911393,11.210843373493976,2.0
12,-0.4540931335373795,0.5855597696527335,5.0,1.0,1.0,9.0,11.0,0.3333333333333333,364.0,170.0,5.0,5.0,40.44444444444444,15.454545454545455
13,0.29784088600372016,0.48593927660556446,51.0,7.0,41.0,176.0,170.0,0.5852272727272727,6044.0,3451.0,1.170731707317073,3.926829268292683,34.34090909090909,20.3
14,0.12797250831994433,0.5924944495676645,18.0,1.0,15.0,86.0,45.0,0.45348837209302323,1555.0,798.0,1.2666666666666666,4.266666666666667,18.08139534883721,17.733333333333334
15,-0.288428946313555,0.36501527073695905,410.0,17.0,298.0,735.0,53.0,0.6040816326530613,22141.0,1451.0,1.5100671140939597,1.5100671140939597,30.123809523809523,27.37735849056604
16,0.7511181439022641,0.5228339116482793,261.0,7.0,208.0,913.0,805.0,0.6254107338444688,10418.0,5113.0,1.2403846153846154,3.389423076923077,11.410733844468783,6.351552795031056
17,0.08983770822187045,0.5358939689392292,144.0,9.0,103.0,474.0,168.0,0.4873417721518987,11452.0,3647.0,1.5631067961165048,3.145631067961165,24.160337552742615,21.708333333333332
18,20.861413976621545,0.49999987534129353,4.0,1.0,4.0,6.0,0.0,0.6666666666666666,151.0,0.0,1.0,1.5,25.166666666666668,0.0
19,-0.036857892435298294,0.42802440761438726,118.0,9.0,106.0,386.0,210.0,0.5621761658031088,10850.0,3081.0,1.1226415094339623,2.9716981132075473,28.10880829015544,14.67142857142857
20,1.1341151469903687,0.5330324759286204,76.0,8.0,50.0,164.0,65.0,0.5609756097560976,6486.0,2262.0,1.58,1.96,39.548780487804876,34.8
21,0.3679654567180533,0.598042881390466,154.0,13.0,125.0,528.0,546.0,0.5321969696969697,12433.0,8094.0,1.256,3.784,23.547348484848484,14.824175824175825
22,0.058063254164891796,0.39133646713034415,187.0,11.0,172.0,548.0,301.0,0.6186131386861314,17169.0,4146.0,1.1104651162790697,2.63953488372093,31.330291970802918,13.774086378737541
23,0.49650604686574795,0.4628885325889185,43.0,4.0,36.0,100.0,36.0,0.59,5751.0,507.0,1.1666666666666667,1.75,57.51,14.083333333333334
24,-0.30239069006375285,0.39136430331627936,156.0,12.0,117.0,362.0,13.0,0.574585635359116,14227.0,317.0,1.5299145299145298,1.5811965811965811,39.30110497237569,24.384615384615383
25,0.027320682102174313,0.642935980886413,86.0,7.0,59.0,295.0,111.0,0.36610169491525424,10409.0,2570.0,1.6101694915254237,3.3728813559322033,35.284745762711864,23.153153153153152
26,0.12270357948619277,0.5335108125164112,248.0,13.0,171.0,707.0,181.0,0.49222065063649223,18116.0,2451.0,1.5146198830409356,2.6374269005847952,25.623762376237625,13.541436464088397
27,0.19254385432897114,0.4830903682067208,11.0,2.0,9.0,45.0,22.0,0.5555555555555556,1762.0,361.0,1.3333333333333333,3.5555555555555554,39.15555555555556,16.40909090909091
28,0.4590388432248772,0.6435747498917848,91.0,9.0,68.0,248.0,172.0,0.4798387096774194,5675.0,1928.0,1.4411764705882353,3.0588235294117645,22.883064516129032,11.209302325581396
29,-0.13390518393785236,0.7365129131234316,3.0,1.0,1.0,23.0,5.0,0.17391304347826086,945.0,31.0,4.0,11.0,41.08695652173913,6.2
30,0.24462527044260837,0.45923377045441865,122.0,6.0,108.0,368.0,630.0,0.6331521739130435,5110.0,2623.0,1.1203703703703705,4.175925925925926,13.88586956521739,4.163492063492064
31,0.6897101001833906,0.5920619550883133,102.0,6.0,65.0,252.0,322.0,0.5952380952380952,4900.0,3745.0,1.9538461538461538,3.292307692307692,19.444444444444443,11.630434782608695
32,0.17846422050349534,0.576397027077916,164.0,8.0,93.0,625.0,288.0,0.472,15365.0,3284.0,1.8387096774193548,3.3870967741935485,24.584,11.402777777777779
33,0.006883385018421712,0.42347469869176807,206.0,9.0,144.0,606.0,156.0,0.5775577557755776,12984.0,1848.0,1.5347222222222223,2.3125,21.425742574257427,11.846153846153847
34,0.2745336261102258,0.6149582699342476,35.0,1.0,14.0,53.0,26.0,0.4339622641509434,1120.0,360.0,2.5,2.2857142857142856,21.132075471698112,13.846153846153847
35,0.3198563825245468,0.46958157874563194,233.0,11.0,199.0,817.0,985.0,0.627906976744186,12950.0,7546.0,1.2010050251256281,3.6030150753768844,15.850673194614442,7.660913705583757
36,-0.15523246294661197,0.4782553315315405,90.0,11.0,56.0,242.0,108.0,0.45867768595041325,10258.0,2820.0,1.75,3.25,42.388429752066116,26.11111111111111
37,0.5,0.0010000000001635367,6.0,2.0,6.0,6.0,0.0,0.8333333333333334,24.0,0.0,1.0,1.0,4.0,0.0
38,0.6902892692222647,0.4415937006495196,63.0,6.0,43.0,135.0,50.0,0.6148148148148148,6937.0,1004.0,1.4186046511627908,1.8604651162790697,51.385185185185186,20.08
39,-0.252559261546155,0.3850294265837173,32.0,3.0,29.0,112.0,58.0,0.5357142857142857,3833.0,914.0,1.103448275862069,3.5172413793103448,34.223214285714285,15.758620689655173
40,-0.10683205975900824,0.4313117576575186,190.0,7.0,163.0,597.0,167.0,0.5477386934673367,13885.0,2424.0,1.2453987730061349,2.4478527607361964,23.257956448911223,14.51497005988024
41,0.3765728631935914,0.6466456380339859,273.0,10.0,125.0,642.0,517.0,0.46261682242990654,8281.0,4423.0,2.232,3.344,12.898753894080997,8.555125725338492
42,0.08560338599892453,0.5705376561619878,9.0,2.0,4.0,20.0,13.0,0.45,1050.0,446.0,1.5,2.75,52.5,34.30769230769231
43,0.1913797958266364,0.5938545450767713,142.0,9.0,133.0,651.0,504.0,0.4838709677419355,9971.0,3768.0,1.0827067669172932,4.345864661654136,15.316436251920123,7.476190476190476
44,0.4574655708163217,0.618101443343752,168.0,9.0,106.0,519.0,444.0,0.5163776493256262,11902.0,3534.0,1.5849056603773586,3.5283018867924527,22.93256262042389,7.95945945945946
45,0.2677244425840359,0.5114137071056788,244.0,14.0,142.0,769.0,587.0,0.5578673602080624,16790.0,4344.0,1.7943262411347518,3.683098591549296,21.833550065019505,7.400340715502556
46,0.061309103515087914,0.4222405255556812,47.0,3.0,26.0,174.0,55.0,0.5862068965517241,4728.0,610.0,1.8846153846153846,3.0,27.17241379310345,11.090909090909092
47,1.3879977464675903,0.0010000000000000009,1.0,1.0,1.0,2.0,3.0,1.0,13.0,94.0,1.0,3.0,6.5,31.333333333333332
48,-0.06469436842857354,0.49331941044122457,59.0,5.0,49.0,167.0,40.0,0.49101796407185627,8568.0,637.0,1.2448979591836735,2.204081632653061,51.30538922155689,15.925
49,0.5346639568265581,0.6880023117037523,248.0,16.0,146.0,650.0,565.0,0.48307692307692307,10395.0,4188.0,1.8630136986301369,3.315068493150685,15.992307692307692,7.412389380530973
50,-0.3305617894834179,0.44739598769986866,5.0,1.0,4.0,43.0,14.0,0.4186046511627907,778.0,231.0,1.25,4.75,18.093023255813954,16.5
51,-0.12638813324002265,0.32883265185477173,227.0,9.0,140.0,455.0,288.0,0.6527472527472528,10598.0,2842.0,1.75,2.2642857142857142,23.29230769230769,9.868055555555555
52,1.1794792832839947,0.5119832275428821,10.0,2.0,8.0,31.0,8.0,0.5806451612903226,1949.0,629.0,1.125,2.0,62.87096774193548,78.625
53,-0.03163253487747772,0.5072132951912127,118.0,6.0,78.0,335.0,135.0,0.4835820895522388,9731.0,3063.0,1.5769230769230769,3.1538461538461537,29.04776119402985,22.68888888888889
54,0.5212853871756417,0.4409433621915608,161.0,7.0,95.0,435.0,559.0,0.6758620689655173,7612.0,5462.0,1.7234042553191489,3.736842105263158,17.498850574712645,9.771019677996422
55,0.08144165579751773,0.5119393592411405,110.0,7.0,73.0,362.0,142.0,0.5082872928176796,10865.0,3137.0,1.5416666666666667,3.041095890410959,30.013812154696133,22.091549295774648
56,-0.9999741970872121,0.5000035659137091,1.0,1.0,1.0,5.0,0.0,0.4,134.0,0.0,1.0,2.0,26.8,0.0
57,11.601072996831459,0.9999999806947151,3.0,1.0,2.0,7.0,19.0,0.7142857142857143,70.0,120.0,2.0,3.0,10.0,6.315789473684211
58,0.3537323103763491,0.5534442904101708,171.0,9.0,126.0,547.0,429.0,0.5374771480804388,11671.0,4450.0,1.3650793650793651,3.380952380952381,21.3363802559415,10.372960372960373
59,0.13785164611159995,0.4814748689410004,253.0,14.0,178.0,911.0,866.0,0.5598243688254665,22591.5,5856.5,1.5168539325842696,4.168539325842697,24.798572996706916,6.76270207852194
60,0.5,0.08330932363778049,11.0,1.0,11.0,12.0,2.0,0.9166666666666666,106.0,8.0,1.0,1.0909090909090908,8.833333333333334,4.0
61,-0.3881411377912845,0.32730522185893834,15.0,4.0,11.0,34.0,8.0,0.6470588235294118,3075.0,561.0,1.2222222222222223,1.8181818181818181,90.44117647058823,70.125
62,0.04578031716304475,0.514074512327947,231.0,13.0,148.0,820.0,280.0,0.49634146341463414,18899.0,2997.0,1.6283783783783783,3.168918918918919,23.047560975609755,10.70357142857143
63,0.33527574589564024,0.5742246629972204,101.0,9.0,66.0,258.0,127.0,0.4883720930232558,7669.0,2034.0,1.5757575757575757,2.727272727272727,29.724806201550386,16.015748031496063
64,0.19206632163392,0.5298006441648331,65.0,5.0,44.0,220.0,122.0,0.5227272727272727,5592.0,1090.0,1.5681818181818181,3.772727272727273,25.418181818181818,8.934426229508198
65,0.6307714952209419,0.5941642110706439,215.0,9.0,115.0,364.0,272.0,0.5082417582417582,8797.0,2339.0,2.017391304347826,2.634782608695652,24.167582417582416,8.599264705882353
66,-0.13255400280151283,0.2689909141771223,7.0,1.0,6.0,31.0,27.0,0.7096774193548387,693.0,720.0,1.1666666666666667,4.333333333333333,22.35483870967742,26.666666666666668
67,-0.06092191458100673,0.4713576664631908,312.0,11.0,141.0,955.0,323.0,0.5141361256544502,22087.0,4919.0,2.2056737588652484,3.3333333333333335,23.127748691099477,15.229102167182663
68,0.2949477226765341,0.4648360748956577,158.0,12.0,111.0,464.0,294.0,0.584051724137931,12563.0,5368.0,1.5045045045045045,2.900900900900901,27.075431034482758,18.258503401360546
69,-0.3203548424360809,0.32676134261864026,272.0,13.0,211.0,581.0,159.0,0.6179001721170396,17178.0,3472.0,1.3933649289099526,1.7867298578199051,29.566265060240966,21.836477987421382
70,0.30862339063441446,0.6093317860479655,179.0,8.0,130.0,523.0,530.0,0.5066921606118547,10406.0,2745.0,1.3923076923076922,3.7846153846153845,19.89674952198853,5.179245283018868
71,0.09461490761186538,0.4911384568612942,84.0,7.0,64.0,189.0,192.0,0.5396825396825397,4999.0,2019.0,1.328125,3.078125,26.44973544973545,10.515625
72,-0.18570254173405412,0.4254621453676465,129.0,11.0,101.0,275.0,46.0,0.5454545454545454,12028.0,2605.0,1.3366336633663367,1.7722772277227723,43.738181818181815,56.630434782608695
73,0.19803462072014236,0.55474141093088,144.0,8.0,108.0,389.0,173.0,0.493573264781491,10778.0,2618.0,1.3888888888888888,2.7222222222222223,27.70694087403599,15.132947976878613
74,0.4209463548375808,0.5460911659005899,429.0,13.0,252.0,1050.0,644.0,0.5314285714285715,16865.0,4833.0,1.996,2.9206349206349205,16.061904761904763,7.504658385093168
75,0.2631030143457689,0.4510991545449941,234.0,11.0,161.0,469.0,468.0,0.6076759061833689,11384.0,4385.0,1.515527950310559,2.546583850931677,24.272921108742004,9.36965811965812
76,0.23929013317939424,0.4649411245115252,299.0,14.0,163.0,495.0,233.0,0.5676767676767677,16071.0,3165.0,1.8711656441717792,1.9754601226993864,32.46666666666667,13.583690987124463
77,0.2995749854558494,0.5529374782136676,122.0,7.0,91.0,291.0,203.0,0.5223367697594502,6664.0,1817.0,1.3956043956043955,2.9450549450549453,22.900343642611684,8.950738916256158
78,21.77541210804795,0.4545454731658518,6.0,1.0,6.0,16.0,4.0,0.6875,1591.0,246.0,1.0,2.0,99.4375,61.5
79,-0.24386341113124588,0.3976918700797899,197.0,14.0,163.0,520.0,89.0,0.5596153846153846,18286.0,1591.0,1.2638036809815951,1.9877300613496933,35.16538461538462,17.876404494382022
80,0.019892689672797812,0.5127493336899328,115.0,14.0,69.0,268.0,56.0,0.4925373134328358,9762.0,1721.0,1.7941176470588236,2.1449275362318843,36.42537313432836,30.732142857142858
81,0.3674250990025537,0.5699933978173753,107.0,9.0,78.0,353.0,185.0,0.509915014164306,9716.0,3284.0,1.3461538461538463,3.2051282051282053,27.524079320113316,17.751351351351353
82,-0.24566512109799052,0.3052680401716832,167.0,11.0,137.0,391.0,94.0,0.6675191815856778,14046.0,2130.0,1.218978102189781,2.0,35.923273657289,22.659574468085108
83,0.4788121574968311,0.6216235540149639,85.0,9.0,62.0,262.0,245.0,0.5229007633587787,9518.0,4472.0,1.4193548387096775,3.7580645161290325,36.32824427480916,18.253061224489795
84,0.3051933278814607,0.6426951098064057,77.0,4.0,62.0,184.0,73.0,0.44565217391304346,4665.0,1662.0,1.3225806451612903,2.838709677419355,25.35326086956522,22.767123287671232
85,-0.062350882135837185,0.5058880471451808,204.0,14.0,129.0,495.0,119.0,0.47878787878787876,15912.0,3090.0,1.682170542635659,2.4108527131782944,32.14545454545455,25.96638655462185
86,0.19677667474857855,0.5490551876068533,72.0,5.0,55.0,194.0,104.0,0.5,6085.0,1371.0,1.2363636363636363,2.8545454545454545,31.3659793814433,13.182692307692308
87,21.522305047459227,0.7499999580471082,4.0,1.0,4.0,13.0,5.0,0.5384615384615384,970.0,193.0,1.0,2.75,74.61538461538461,38.6
88,-0.23885463121343944,0.38509564258006823,92.0,15.0,67.0,205.0,32.0,0.5609756097560976,14092.0,2051.0,1.3636363636363635,1.9850746268656716,68.74146341463414,64.09375
89,-0.043812371084177806,0.5098509842728116,48.0,10.0,30.0,181.0,40.0,0.48066298342541436,9432.0,2488.0,1.7333333333333334,2.8,52.110497237569064,62.2
90,0.325242720400316,0.5926589227073941,202.0,10.0,146.0,656.0,464.0,0.5091463414634146,14922.5,5536.5,1.4452054794520548,3.458904109589041,22.747713414634145,11.932112068965518
91,-0.0024149204058820347,0.6019078776898606,15.0,3.0,11.0,73.0,32.0,0.3972602739726027,3035.0,155.0,1.3636363636363635,5.181818181818182,41.57534246575342,4.84375
92,0.2646526117841598,0.6293092032373547,37.0,5.0,14.0,77.0,45.0,0.42857142857142855,2424.0,1266.0,2.7142857142857144,3.5,31.48051948051948,28.133333333333333
93,-0.06261491799357116,0.41575453052655725,231.0,11.0,199.0,692.0,201.0,0.5736994219653179,16562.0,2697.0,1.1557788944723617,2.1959798994974875,23.933526011560694,13.417910447761194
94,0.47780381099436053,0.5782364619153764,192.0,12.0,112.0,436.0,535.0,0.5665137614678899,7943.5,6303.5,1.7053571428571428,3.5892857142857144,18.219036697247706,11.782242990654206
95,-0.02759324044378092,0.5178900809114947,240.0,11.0,138.0,776.0,341.0,0.4742268041237113,15685.0,2239.0,1.7463768115942029,3.5942028985507246,20.212628865979383,6.5659824046920825
96,0.007443623003863084,0.41189428328090777,127.0,11.0,84.0,398.0,448.0,0.5904522613065326,10340.0,6476.0,1.4761904761904763,4.190476190476191,25.979899497487438,14.455357142857142
97,0.024390865075052982,0.458501005481104,238.0,12.0,163.0,555.0,242.0,0.5459459459459459,18436.0,3873.0,1.478527607361963,2.411042944785276,33.21801801801802,16.00413223140496
98,-0.24988694322738542,0.40698284373632737,40.0,3.0,32.0,109.0,38.0,0.5412844036697247,3346.0,885.0,1.375,2.5625,30.69724770642202,23.289473684210527
99,0.4771111029194758,0.44274888210402774,290.0,12.0,237.0,879.0,750.0,0.6416382252559727,19962.0,7527.0,1.2362869198312236,3.071729957805907,22.7098976109215,10.036
100,20.194284827073716,0.2692307693253644,8.0,1.0,8.0,31.0,3.0,0.7741935483870968,1897.0,74.0,1.0,1.875,61.193548387096776,24.666666666666668
101,-0.0638609869982761,0.45080712672249457,202.0,10.0,145.0,622.0,226.0,0.5353697749196141,15937.0,3881.0,1.4275862068965517,3.0413793103448277,25.622186495176848,17.172566371681416
102,0.015199843657433404,0.5573917129330755,187.0,13.0,111.0,557.0,372.0,0.4488330341113106,12186.0,5193.0,1.8288288288288288,3.5945945945945947,21.877917414721722,13.959677419354838
103,0.040751869305325095,0.504534096399526,184.0,12.0,130.0,427.0,167.0,0.5035128805620609,12571.0,3625.0,1.4615384615384615,2.4692307692307693,29.440281030444964,21.706586826347305
104,0.24188238003777318,0.5941222142761506,165.0,7.0,119.0,560.0,217.0,0.46785714285714286,8312.0,1988.0,1.4621848739495797,3.008403361344538,14.842857142857143,9.161290322580646
105,-0.12081497291435188,0.4679782811385976,88.0,8.0,69.0,266.0,55.0,0.5075187969924813,9383.0,2512.0,1.3333333333333333,2.36231884057971,35.274436090225564,45.67272727272727
106,0.7509599303150616,0.6592139607358172,113.0,12.0,102.0,454.0,596.0,0.6057268722466961,11323.0,6960.0,1.1666666666666667,3.8137254901960786,24.940528634361232,11.677852348993289
107,0.4409184841256744,0.5623375981935305,276.0,10.0,175.0,814.0,600.0,0.5417690417690417,13983.0,4764.0,1.6342857142857143,3.2342857142857144,17.178132678132677,7.94
108,0.14634731565655273,0.6737624023033767,24.0,2.0,22.0,73.0,53.0,0.3972602739726027,1734.0,1030.0,1.1363636363636365,3.9545454545454546,23.753424657534246,19.433962264150942
109,0.4831329849900328,0.6246196899312888,43.0,5.0,33.0,170.0,132.0,0.5176470588235295,5584.0,1043.0,1.2424242424242424,3.878787878787879,32.84705882352941,7.901515151515151
110,-0.02723772380649567,0.488338959479787,99.0,12.0,65.0,262.0,50.0,0.5076335877862596,15987.0,2188.0,1.6,2.2153846153846155,61.01908396946565,43.76
111,-0.012394786777260568,0.455601775133034,306.0,12.0,170.0,819.0,412.0,0.5396825396825397,19301.0,4380.0,1.8529411764705883,2.9529411764705884,23.566544566544568,10.631067961165048
112,-0.06398323056789282,0.42930460402620113,182.0,10.0,155.0,548.0,233.0,0.5565693430656934,11973.0,2765.0,1.2451612903225806,2.664516129032258,21.848540145985403,11.866952789699571
113,0.2574206156014357,0.3766932569041127,318.0,12.0,228.0,660.0,321.0,0.65,14786.0,3921.0,1.4429824561403508,2.1008771929824563,22.403030303030302,12.214953271028037
114,0.4418594622288839,0.545901636075753,106.0,13.0,71.0,244.0,198.0,0.5450819672131147,10901.0,4838.0,1.5211267605633803,2.971830985915493,44.67622950819672,24.434343434343436
115,-0.0790368828121958,0.4301299561068834,81.0,12.0,61.0,273.0,134.0,0.5494505494505495,16834.0,3989.0,1.2833333333333334,3.0655737704918034,61.663003663003664,29.76865671641791
116,-0.3744203227164091,0.31400335879013486,173.0,9.0,135.0,376.0,58.0,0.648936170212766,10534.0,917.0,1.548148148148148,1.6296296296296295,28.01595744680851,15.810344827586206
117,0.3303123069748453,0.4902868420566426,110.0,12.0,87.0,306.0,246.0,0.5849673202614379,11871.0,3768.0,1.2988505747126438,3.0804597701149423,38.794117647058826,15.317073170731707
118,0.4156146614498041,0.5549391789323227,292.0,13.0,230.0,985.0,723.0,0.5492385786802031,17190.0,5456.0,1.2782608695652173,3.3391304347826085,17.451776649746193,7.546334716459198
